Composition,Capacity,Ages,AbleKids,DisabledKids,SevereKids,Carer,Housing,MaxME,WAllow
1,1,1,0,0,0,True,True,462.77,131.20
1,1,1,0,0,1,True,True,1201.52,867.59
1,1,1,0,0,2,True,True,1886.59,867.59
1,1,1,0,0,3,True,True,2571.66,867.59
1,1,1,0,0,4,True,True,3256.73,867.59
1,1,1,0,0,5,True,True,3941.80,867.59
1,1,1,0,0,6,True,True,4626.87,867.59
1,1,1,0,0,7,True,True,5311.94,867.59
1,1,1,0,0,8,True,True,5997.01,867.59
1,1,1,0,0,9,True,True,6682.08,867.59
1,1,1,0,0,10,True,True,7367.15,867.59
1,1,1,0,1,0,True,True,930.49,867.59
1,1,1,0,1,1,True,True,1615.56,867.59
1,1,1,0,1,2,True,True,2300.63,867.59
1,1,1,0,1,3,True,True,2985.70,867.59
1,1,1,0,1,4,True,True,3670.77,867.59
1,1,1,0,1,5,True,True,4355.84,867.59
1,1,1,0,1,6,True,True,5040.91,867.59
1,1,1,0,1,7,True,True,5725.98,867.59
1,1,1,0,1,8,True,True,6411.05,867.59
1,1,1,0,1,9,True,True,7096.12,867.59
1,1,1,0,2,0,True,True,1344.53,867.59
1,1,1,0,2,1,True,True,2029.60,867.59
1,1,1,0,2,2,True,True,2714.67,867.59
1,1,1,0,2,3,True,True,3399.74,867.59
1,1,1,0,2,4,True,True,4084.81,867.59
1,1,1,0,2,5,True,True,4769.88,867.59
1,1,1,0,2,6,True,True,5454.95,867.59
1,1,1,0,2,7,True,True,6140.02,867.59
1,1,1,0,2,8,True,True,6825.09,867.59
1,1,1,0,3,0,True,True,1758.57,867.59
1,1,1,0,3,1,True,True,2443.64,867.59
1,1,1,0,3,2,True,True,3128.71,867.59
1,1,1,0,3,3,True,True,3813.78,867.59
1,1,1,0,3,4,True,True,4498.85,867.59
1,1,1,0,3,5,True,True,5183.92,867.59
1,1,1,0,3,6,True,True,5868.99,867.59
1,1,1,0,3,7,True,True,6554.06,867.59
1,1,1,0,4,0,True,True,2172.61,867.59
1,1,1,0,4,1,True,True,2857.68,867.59
1,1,1,0,4,2,True,True,3542.75,867.59
1,1,1,0,4,3,True,True,4227.82,867.59
1,1,1,0,4,4,True,True,4912.89,867.59
1,1,1,0,4,5,True,True,5597.96,867.59
1,1,1,0,4,6,True,True,6283.03,867.59
1,1,1,0,5,0,True,True,2586.65,867.59
1,1,1,0,5,1,True,True,3271.72,867.59
1,1,1,0,5,2,True,True,3956.79,867.59
1,1,1,0,5,3,True,True,4641.86,867.59
1,1,1,0,5,4,True,True,5326.93,867.59
1,1,1,0,5,5,True,True,6012.00,867.59
1,1,1,0,6,0,True,True,3000.69,867.59
1,1,1,0,6,1,True,True,3685.76,867.59
1,1,1,0,6,2,True,True,4370.83,867.59
1,1,1,0,6,3,True,True,5055.90,867.59
1,1,1,0,6,4,True,True,5740.97,867.59
1,1,1,0,7,0,True,True,3414.73,867.59
1,1,1,0,7,1,True,True,4099.80,867.59
1,1,1,0,7,2,True,True,4784.87,867.59
1,1,1,0,7,3,True,True,5469.94,867.59
1,1,1,0,8,0,True,True,3828.77,867.59
1,1,1,0,8,1,True,True,4513.84,867.59
1,1,1,0,8,2,True,True,5198.91,867.59
1,1,1,0,9,0,True,True,4242.81,867.59
1,1,1,0,9,1,True,True,4927.88,867.59
1,1,1,0,10,0,True,True,4656.85,867.59
1,1,1,1,0,0,True,True,784.37,867.59
1,1,1,1,0,1,True,True,1469.44,867.59
1,1,1,1,0,2,True,True,2154.51,867.59
1,1,1,1,0,3,True,True,2839.58,867.59
1,1,1,1,0,4,True,True,3524.65,867.59
1,1,1,1,0,5,True,True,4209.72,867.59
1,1,1,1,0,6,True,True,4894.79,867.59
1,1,1,1,0,7,True,True,5579.86,867.59
1,1,1,1,0,8,True,True,6264.93,867.59
1,1,1,1,0,9,True,True,6950.00,867.59
1,1,1,1,1,0,True,True,1198.41,867.59
1,1,1,1,1,1,True,True,1883.48,867.59
1,1,1,1,1,2,True,True,2568.55,867.59
1,1,1,1,1,3,True,True,3253.62,867.59
1,1,1,1,1,4,True,True,3938.69,867.59
1,1,1,1,1,5,True,True,4623.76,867.59
1,1,1,1,1,6,True,True,5308.83,867.59
1,1,1,1,1,7,True,True,5993.90,867.59
1,1,1,1,1,8,True,True,6678.97,867.59
1,1,1,1,2,0,True,True,1612.45,867.59
1,1,1,1,2,1,True,True,2297.52,867.59
1,1,1,1,2,2,True,True,2982.59,867.59
1,1,1,1,2,3,True,True,3667.66,867.59
1,1,1,1,2,4,True,True,4352.73,867.59
1,1,1,1,2,5,True,True,5037.80,867.59
1,1,1,1,2,6,True,True,5722.87,867.59
1,1,1,1,2,7,True,True,6407.94,867.59
1,1,1,1,3,0,True,True,2026.49,867.59
1,1,1,1,3,1,True,True,2711.56,867.59
1,1,1,1,3,2,True,True,3396.63,867.59
1,1,1,1,3,3,True,True,4081.70,867.59
1,1,1,1,3,4,True,True,4766.77,867.59
1,1,1,1,3,5,True,True,5451.84,867.59
1,1,1,1,3,6,True,True,6136.91,867.59
1,1,1,1,4,0,True,True,2440.53,867.59
1,1,1,1,4,1,True,True,3125.60,867.59
1,1,1,1,4,2,True,True,3810.67,867.59
1,1,1,1,4,3,True,True,4495.74,867.59
1,1,1,1,4,4,True,True,5180.81,867.59
1,1,1,1,4,5,True,True,5865.88,867.59
1,1,1,1,5,0,True,True,2854.57,867.59
1,1,1,1,5,1,True,True,3539.64,867.59
1,1,1,1,5,2,True,True,4224.71,867.59
1,1,1,1,5,3,True,True,4909.78,867.59
1,1,1,1,5,4,True,True,5594.85,867.59
1,1,1,1,6,0,True,True,3268.61,867.59
1,1,1,1,6,1,True,True,3953.68,867.59
1,1,1,1,6,2,True,True,4638.75,867.59
1,1,1,1,6,3,True,True,5323.82,867.59
1,1,1,1,7,0,True,True,3682.65,867.59
1,1,1,1,7,1,True,True,4367.72,867.59
1,1,1,1,7,2,True,True,5052.79,867.59
1,1,1,1,8,0,True,True,4096.69,867.59
1,1,1,1,8,1,True,True,4781.76,867.59
1,1,1,1,9,0,True,True,4510.73,867.59
1,1,1,2,0,0,True,True,1052.29,867.59
1,1,1,2,0,1,True,True,1737.36,867.59
1,1,1,2,0,2,True,True,2422.43,867.59
1,1,1,2,0,3,True,True,3107.50,867.59
1,1,1,2,0,4,True,True,3792.57,867.59
1,1,1,2,0,5,True,True,4477.64,867.59
1,1,1,2,0,6,True,True,5162.71,867.59
1,1,1,2,0,7,True,True,5847.78,867.59
1,1,1,2,0,8,True,True,6532.85,867.59
1,1,1,2,1,0,True,True,1466.33,867.59
1,1,1,2,1,1,True,True,2151.40,867.59
1,1,1,2,1,2,True,True,2836.47,867.59
1,1,1,2,1,3,True,True,3521.54,867.59
1,1,1,2,1,4,True,True,4206.61,867.59
1,1,1,2,1,5,True,True,4891.68,867.59
1,1,1,2,1,6,True,True,5576.75,867.59
1,1,1,2,1,7,True,True,6261.82,867.59
1,1,1,2,2,0,True,True,1880.37,867.59
1,1,1,2,2,1,True,True,2565.44,867.59
1,1,1,2,2,2,True,True,3250.51,867.59
1,1,1,2,2,3,True,True,3935.58,867.59
1,1,1,2,2,4,True,True,4620.65,867.59
1,1,1,2,2,5,True,True,5305.72,867.59
1,1,1,2,2,6,True,True,5990.79,867.59
1,1,1,2,3,0,True,True,2294.41,867.59
1,1,1,2,3,1,True,True,2979.48,867.59
1,1,1,2,3,2,True,True,3664.55,867.59
1,1,1,2,3,3,True,True,4349.62,867.59
1,1,1,2,3,4,True,True,5034.69,867.59
1,1,1,2,3,5,True,True,5719.76,867.59
1,1,1,2,4,0,True,True,2708.45,867.59
1,1,1,2,4,1,True,True,3393.52,867.59
1,1,1,2,4,2,True,True,4078.59,867.59
1,1,1,2,4,3,True,True,4763.66,867.59
1,1,1,2,4,4,True,True,5448.73,867.59
1,1,1,2,5,0,True,True,3122.49,867.59
1,1,1,2,5,1,True,True,3807.56,867.59
1,1,1,2,5,2,True,True,4492.63,867.59
1,1,1,2,5,3,True,True,5177.70,867.59
1,1,1,2,6,0,True,True,3536.53,867.59
1,1,1,2,6,1,True,True,4221.60,867.59
1,1,1,2,6,2,True,True,4906.67,867.59
1,1,1,2,7,0,True,True,3950.57,867.59
1,1,1,2,7,1,True,True,4635.64,867.59
1,1,1,2,8,0,True,True,4364.61,867.59
1,1,1,3,0,0,True,True,1320.21,867.59
1,1,1,3,0,1,True,True,2005.28,867.59
1,1,1,3,0,2,True,True,2690.35,867.59
1,1,1,3,0,3,True,True,3375.42,867.59
1,1,1,3,0,4,True,True,4060.49,867.59
1,1,1,3,0,5,True,True,4745.56,867.59
1,1,1,3,0,6,True,True,5430.63,867.59
1,1,1,3,0,7,True,True,6115.70,867.59
1,1,1,3,1,0,True,True,1734.25,867.59
1,1,1,3,1,1,True,True,2419.32,867.59
1,1,1,3,1,2,True,True,3104.39,867.59
1,1,1,3,1,3,True,True,3789.46,867.59
1,1,1,3,1,4,True,True,4474.53,867.59
1,1,1,3,1,5,True,True,5159.60,867.59
1,1,1,3,1,6,True,True,5844.67,867.59
1,1,1,3,2,0,True,True,2148.29,867.59
1,1,1,3,2,1,True,True,2833.36,867.59
1,1,1,3,2,2,True,True,3518.43,867.59
1,1,1,3,2,3,True,True,4203.50,867.59
1,1,1,3,2,4,True,True,4888.57,867.59
1,1,1,3,2,5,True,True,5573.64,867.59
1,1,1,3,3,0,True,True,2562.33,867.59
1,1,1,3,3,1,True,True,3247.40,867.59
1,1,1,3,3,2,True,True,3932.47,867.59
1,1,1,3,3,3,True,True,4617.54,867.59
1,1,1,3,3,4,True,True,5302.61,867.59
1,1,1,3,4,0,True,True,2976.37,867.59
1,1,1,3,4,1,True,True,3661.44,867.59
1,1,1,3,4,2,True,True,4346.51,867.59
1,1,1,3,4,3,True,True,5031.58,867.59
1,1,1,3,5,0,True,True,3390.41,867.59
1,1,1,3,5,1,True,True,4075.48,867.59
1,1,1,3,5,2,True,True,4760.55,867.59
1,1,1,3,6,0,True,True,3804.45,867.59
1,1,1,3,6,1,True,True,4489.52,867.59
1,1,1,3,7,0,True,True,4218.49,867.59
1,1,1,4,0,0,True,True,1588.13,867.59
1,1,1,4,0,1,True,True,2273.20,867.59
1,1,1,4,0,2,True,True,2958.27,867.59
1,1,1,4,0,3,True,True,3643.34,867.59
1,1,1,4,0,4,True,True,4328.41,867.59
1,1,1,4,0,5,True,True,5013.48,867.59
1,1,1,4,0,6,True,True,5698.55,867.59
1,1,1,4,1,0,True,True,2002.17,867.59
1,1,1,4,1,1,True,True,2687.24,867.59
1,1,1,4,1,2,True,True,3372.31,867.59
1,1,1,4,1,3,True,True,4057.38,867.59
1,1,1,4,1,4,True,True,4742.45,867.59
1,1,1,4,1,5,True,True,5427.52,867.59
1,1,1,4,2,0,True,True,2416.21,867.59
1,1,1,4,2,1,True,True,3101.28,867.59
1,1,1,4,2,2,True,True,3786.35,867.59
1,1,1,4,2,3,True,True,4471.42,867.59
1,1,1,4,2,4,True,True,5156.49,867.59
1,1,1,4,3,0,True,True,2830.25,867.59
1,1,1,4,3,1,True,True,3515.32,867.59
1,1,1,4,3,2,True,True,4200.39,867.59
1,1,1,4,3,3,True,True,4885.46,867.59
1,1,1,4,4,0,True,True,3244.29,867.59
1,1,1,4,4,1,True,True,3929.36,867.59
1,1,1,4,4,2,True,True,4614.43,867.59
1,1,1,4,5,0,True,True,3658.33,867.59
1,1,1,4,5,1,True,True,4343.40,867.59
1,1,1,4,6,0,True,True,4072.37,867.59
1,1,1,5,0,0,True,True,1856.05,867.59
1,1,1,5,0,1,True,True,2541.12,867.59
1,1,1,5,0,2,True,True,3226.19,867.59
1,1,1,5,0,3,True,True,3911.26,867.59
1,1,1,5,0,4,True,True,4596.33,867.59
1,1,1,5,0,5,True,True,5281.40,867.59
1,1,1,5,1,0,True,True,2270.09,867.59
1,1,1,5,1,1,True,True,2955.16,867.59
1,1,1,5,1,2,True,True,3640.23,867.59
1,1,1,5,1,3,True,True,4325.30,867.59
1,1,1,5,1,4,True,True,5010.37,867.59
1,1,1,5,2,0,True,True,2684.13,867.59
1,1,1,5,2,1,True,True,3369.20,867.59
1,1,1,5,2,2,True,True,4054.27,867.59
1,1,1,5,2,3,True,True,4739.34,867.59
1,1,1,5,3,0,True,True,3098.17,867.59
1,1,1,5,3,1,True,True,3783.24,867.59
1,1,1,5,3,2,True,True,4468.31,867.59
1,1,1,5,4,0,True,True,3512.21,867.59
1,1,1,5,4,1,True,True,4197.28,867.59
1,1,1,5,5,0,True,True,3926.25,867.59
1,1,1,6,0,0,True,True,2123.97,867.59
1,1,1,6,0,1,True,True,2809.04,867.59
1,1,1,6,0,2,True,True,3494.11,867.59
1,1,1,6,0,3,True,True,4179.18,867.59
1,1,1,6,0,4,True,True,4864.25,867.59
1,1,1,6,1,0,True,True,2538.01,867.59
1,1,1,6,1,1,True,True,3223.08,867.59
1,1,1,6,1,2,True,True,3908.15,867.59
1,1,1,6,1,3,True,True,4593.22,867.59
1,1,1,6,2,0,True,True,2952.05,867.59
1,1,1,6,2,1,True,True,3637.12,867.59
1,1,1,6,2,2,True,True,4322.19,867.59
1,1,1,6,3,0,True,True,3366.09,867.59
1,1,1,6,3,1,True,True,4051.16,867.59
1,1,1,6,4,0,True,True,3780.13,867.59
1,1,1,7,0,0,True,True,2391.89,867.59
1,1,1,7,0,1,True,True,3076.96,867.59
1,1,1,7,0,2,True,True,3762.03,867.59
1,1,1,7,0,3,True,True,4447.10,867.59
1,1,1,7,1,0,True,True,2805.93,867.59
1,1,1,7,1,1,True,True,3491.00,867.59
1,1,1,7,1,2,True,True,4176.07,867.59
1,1,1,7,2,0,True,True,3219.97,867.59
1,1,1,7,2,1,True,True,3905.04,867.59
1,1,1,7,3,0,True,True,3634.01,867.59
1,1,1,8,0,0,True,True,2659.81,867.59
1,1,1,8,0,1,True,True,3344.88,867.59
1,1,1,8,0,2,True,True,4029.95,867.59
1,1,1,8,1,0,True,True,3073.85,867.59
1,1,1,8,1,1,True,True,3758.92,867.59
1,1,1,8,2,0,True,True,3487.89,867.59
1,1,1,9,0,0,True,True,2927.73,867.59
1,1,1,9,0,1,True,True,3612.80,867.59
1,1,1,9,1,0,True,True,3341.77,867.59
1,1,1,10,0,0,True,True,3195.65,867.59
1,1,1,0,0,0,True,False,462.77,131.20
1,1,1,0,0,1,True,False,1201.52,0.00
1,1,1,0,0,2,True,False,1886.59,0.00
1,1,1,0,0,3,True,False,2571.66,0.00
1,1,1,0,0,4,True,False,3256.73,0.00
1,1,1,0,0,5,True,False,3941.80,0.00
1,1,1,0,0,6,True,False,4626.87,0.00
1,1,1,0,0,7,True,False,5311.94,0.00
1,1,1,0,0,8,True,False,5997.01,0.00
1,1,1,0,0,9,True,False,6682.08,0.00
1,1,1,0,0,10,True,False,7367.15,0.00
1,1,1,0,1,0,True,False,930.49,0.00
1,1,1,0,1,1,True,False,1615.56,0.00
1,1,1,0,1,2,True,False,2300.63,0.00
1,1,1,0,1,3,True,False,2985.70,0.00
1,1,1,0,1,4,True,False,3670.77,0.00
1,1,1,0,1,5,True,False,4355.84,0.00
1,1,1,0,1,6,True,False,5040.91,0.00
1,1,1,0,1,7,True,False,5725.98,0.00
1,1,1,0,1,8,True,False,6411.05,0.00
1,1,1,0,1,9,True,False,7096.12,0.00
1,1,1,0,2,0,True,False,1344.53,0.00
1,1,1,0,2,1,True,False,2029.60,0.00
1,1,1,0,2,2,True,False,2714.67,0.00
1,1,1,0,2,3,True,False,3399.74,0.00
1,1,1,0,2,4,True,False,4084.81,0.00
1,1,1,0,2,5,True,False,4769.88,0.00
1,1,1,0,2,6,True,False,5454.95,0.00
1,1,1,0,2,7,True,False,6140.02,0.00
1,1,1,0,2,8,True,False,6825.09,0.00
1,1,1,0,3,0,True,False,1758.57,0.00
1,1,1,0,3,1,True,False,2443.64,0.00
1,1,1,0,3,2,True,False,3128.71,0.00
1,1,1,0,3,3,True,False,3813.78,0.00
1,1,1,0,3,4,True,False,4498.85,0.00
1,1,1,0,3,5,True,False,5183.92,0.00
1,1,1,0,3,6,True,False,5868.99,0.00
1,1,1,0,3,7,True,False,6554.06,0.00
1,1,1,0,4,0,True,False,2172.61,0.00
1,1,1,0,4,1,True,False,2857.68,0.00
1,1,1,0,4,2,True,False,3542.75,0.00
1,1,1,0,4,3,True,False,4227.82,0.00
1,1,1,0,4,4,True,False,4912.89,0.00
1,1,1,0,4,5,True,False,5597.96,0.00
1,1,1,0,4,6,True,False,6283.03,0.00
1,1,1,0,5,0,True,False,2586.65,0.00
1,1,1,0,5,1,True,False,3271.72,0.00
1,1,1,0,5,2,True,False,3956.79,0.00
1,1,1,0,5,3,True,False,4641.86,0.00
1,1,1,0,5,4,True,False,5326.93,0.00
1,1,1,0,5,5,True,False,6012.00,0.00
1,1,1,0,6,0,True,False,3000.69,0.00
1,1,1,0,6,1,True,False,3685.76,0.00
1,1,1,0,6,2,True,False,4370.83,0.00
1,1,1,0,6,3,True,False,5055.90,0.00
1,1,1,0,6,4,True,False,5740.97,0.00
1,1,1,0,7,0,True,False,3414.73,0.00
1,1,1,0,7,1,True,False,4099.80,0.00
1,1,1,0,7,2,True,False,4784.87,0.00
1,1,1,0,7,3,True,False,5469.94,0.00
1,1,1,0,8,0,True,False,3828.77,0.00
1,1,1,0,8,1,True,False,4513.84,0.00
1,1,1,0,8,2,True,False,5198.91,0.00
1,1,1,0,9,0,True,False,4242.81,0.00
1,1,1,0,9,1,True,False,4927.88,0.00
1,1,1,0,10,0,True,False,4656.85,0.00
1,1,1,1,0,0,True,False,784.37,0.00
1,1,1,1,0,1,True,False,1469.44,0.00
1,1,1,1,0,2,True,False,2154.51,0.00
1,1,1,1,0,3,True,False,2839.58,0.00
1,1,1,1,0,4,True,False,3524.65,0.00
1,1,1,1,0,5,True,False,4209.72,0.00
1,1,1,1,0,6,True,False,4894.79,0.00
1,1,1,1,0,7,True,False,5579.86,0.00
1,1,1,1,0,8,True,False,6264.93,0.00
1,1,1,1,0,9,True,False,6950.00,0.00
1,1,1,1,1,0,True,False,1198.41,0.00
1,1,1,1,1,1,True,False,1883.48,0.00
1,1,1,1,1,2,True,False,2568.55,0.00
1,1,1,1,1,3,True,False,3253.62,0.00
1,1,1,1,1,4,True,False,3938.69,0.00
1,1,1,1,1,5,True,False,4623.76,0.00
1,1,1,1,1,6,True,False,5308.83,0.00
1,1,1,1,1,7,True,False,5993.90,0.00
1,1,1,1,1,8,True,False,6678.97,0.00
1,1,1,1,2,0,True,False,1612.45,0.00
1,1,1,1,2,1,True,False,2297.52,0.00
1,1,1,1,2,2,True,False,2982.59,0.00
1,1,1,1,2,3,True,False,3667.66,0.00
1,1,1,1,2,4,True,False,4352.73,0.00
1,1,1,1,2,5,True,False,5037.80,0.00
1,1,1,1,2,6,True,False,5722.87,0.00
1,1,1,1,2,7,True,False,6407.94,0.00
1,1,1,1,3,0,True,False,2026.49,0.00
1,1,1,1,3,1,True,False,2711.56,0.00
1,1,1,1,3,2,True,False,3396.63,0.00
1,1,1,1,3,3,True,False,4081.70,0.00
1,1,1,1,3,4,True,False,4766.77,0.00
1,1,1,1,3,5,True,False,5451.84,0.00
1,1,1,1,3,6,True,False,6136.91,0.00
1,1,1,1,4,0,True,False,2440.53,0.00
1,1,1,1,4,1,True,False,3125.60,0.00
1,1,1,1,4,2,True,False,3810.67,0.00
1,1,1,1,4,3,True,False,4495.74,0.00
1,1,1,1,4,4,True,False,5180.81,0.00
1,1,1,1,4,5,True,False,5865.88,0.00
1,1,1,1,5,0,True,False,2854.57,0.00
1,1,1,1,5,1,True,False,3539.64,0.00
1,1,1,1,5,2,True,False,4224.71,0.00
1,1,1,1,5,3,True,False,4909.78,0.00
1,1,1,1,5,4,True,False,5594.85,0.00
1,1,1,1,6,0,True,False,3268.61,0.00
1,1,1,1,6,1,True,False,3953.68,0.00
1,1,1,1,6,2,True,False,4638.75,0.00
1,1,1,1,6,3,True,False,5323.82,0.00
1,1,1,1,7,0,True,False,3682.65,0.00
1,1,1,1,7,1,True,False,4367.72,0.00
1,1,1,1,7,2,True,False,5052.79,0.00
1,1,1,1,8,0,True,False,4096.69,0.00
1,1,1,1,8,1,True,False,4781.76,0.00
1,1,1,1,9,0,True,False,4510.73,0.00
1,1,1,2,0,0,True,False,1052.29,0.00
1,1,1,2,0,1,True,False,1737.36,0.00
1,1,1,2,0,2,True,False,2422.43,0.00
1,1,1,2,0,3,True,False,3107.50,0.00
1,1,1,2,0,4,True,False,3792.57,0.00
1,1,1,2,0,5,True,False,4477.64,0.00
1,1,1,2,0,6,True,False,5162.71,0.00
1,1,1,2,0,7,True,False,5847.78,0.00
1,1,1,2,0,8,True,False,6532.85,0.00
1,1,1,2,1,0,True,False,1466.33,0.00
1,1,1,2,1,1,True,False,2151.40,0.00
1,1,1,2,1,2,True,False,2836.47,0.00
1,1,1,2,1,3,True,False,3521.54,0.00
1,1,1,2,1,4,True,False,4206.61,0.00
1,1,1,2,1,5,True,False,4891.68,0.00
1,1,1,2,1,6,True,False,5576.75,0.00
1,1,1,2,1,7,True,False,6261.82,0.00
1,1,1,2,2,0,True,False,1880.37,0.00
1,1,1,2,2,1,True,False,2565.44,0.00
1,1,1,2,2,2,True,False,3250.51,0.00
1,1,1,2,2,3,True,False,3935.58,0.00
1,1,1,2,2,4,True,False,4620.65,0.00
1,1,1,2,2,5,True,False,5305.72,0.00
1,1,1,2,2,6,True,False,5990.79,0.00
1,1,1,2,3,0,True,False,2294.41,0.00
1,1,1,2,3,1,True,False,2979.48,0.00
1,1,1,2,3,2,True,False,3664.55,0.00
1,1,1,2,3,3,True,False,4349.62,0.00
1,1,1,2,3,4,True,False,5034.69,0.00
1,1,1,2,3,5,True,False,5719.76,0.00
1,1,1,2,4,0,True,False,2708.45,0.00
1,1,1,2,4,1,True,False,3393.52,0.00
1,1,1,2,4,2,True,False,4078.59,0.00
1,1,1,2,4,3,True,False,4763.66,0.00
1,1,1,2,4,4,True,False,5448.73,0.00
1,1,1,2,5,0,True,False,3122.49,0.00
1,1,1,2,5,1,True,False,3807.56,0.00
1,1,1,2,5,2,True,False,4492.63,0.00
1,1,1,2,5,3,True,False,5177.70,0.00
1,1,1,2,6,0,True,False,3536.53,0.00
1,1,1,2,6,1,True,False,4221.60,0.00
1,1,1,2,6,2,True,False,4906.67,0.00
1,1,1,2,7,0,True,False,3950.57,0.00
1,1,1,2,7,1,True,False,4635.64,0.00
1,1,1,2,8,0,True,False,4364.61,0.00
1,1,1,3,0,0,True,False,1320.21,0.00
1,1,1,3,0,1,True,False,2005.28,0.00
1,1,1,3,0,2,True,False,2690.35,0.00
1,1,1,3,0,3,True,False,3375.42,0.00
1,1,1,3,0,4,True,False,4060.49,0.00
1,1,1,3,0,5,True,False,4745.56,0.00
1,1,1,3,0,6,True,False,5430.63,0.00
1,1,1,3,0,7,True,False,6115.70,0.00
1,1,1,3,1,0,True,False,1734.25,0.00
1,1,1,3,1,1,True,False,2419.32,0.00
1,1,1,3,1,2,True,False,3104.39,0.00
1,1,1,3,1,3,True,False,3789.46,0.00
1,1,1,3,1,4,True,False,4474.53,0.00
1,1,1,3,1,5,True,False,5159.60,0.00
1,1,1,3,1,6,True,False,5844.67,0.00
1,1,1,3,2,0,True,False,2148.29,0.00
1,1,1,3,2,1,True,False,2833.36,0.00
1,1,1,3,2,2,True,False,3518.43,0.00
1,1,1,3,2,3,True,False,4203.50,0.00
1,1,1,3,2,4,True,False,4888.57,0.00
1,1,1,3,2,5,True,False,5573.64,0.00
1,1,1,3,3,0,True,False,2562.33,0.00
1,1,1,3,3,1,True,False,3247.40,0.00
1,1,1,3,3,2,True,False,3932.47,0.00
1,1,1,3,3,3,True,False,4617.54,0.00
1,1,1,3,3,4,True,False,5302.61,0.00
1,1,1,3,4,0,True,False,2976.37,0.00
1,1,1,3,4,1,True,False,3661.44,0.00
1,1,1,3,4,2,True,False,4346.51,0.00
1,1,1,3,4,3,True,False,5031.58,0.00
1,1,1,3,5,0,True,False,3390.41,0.00
1,1,1,3,5,1,True,False,4075.48,0.00
1,1,1,3,5,2,True,False,4760.55,0.00
1,1,1,3,6,0,True,False,3804.45,0.00
1,1,1,3,6,1,True,False,4489.52,0.00
1,1,1,3,7,0,True,False,4218.49,0.00
1,1,1,4,0,0,True,False,1588.13,0.00
1,1,1,4,0,1,True,False,2273.20,0.00
1,1,1,4,0,2,True,False,2958.27,0.00
1,1,1,4,0,3,True,False,3643.34,0.00
1,1,1,4,0,4,True,False,4328.41,0.00
1,1,1,4,0,5,True,False,5013.48,0.00
1,1,1,4,0,6,True,False,5698.55,0.00
1,1,1,4,1,0,True,False,2002.17,0.00
1,1,1,4,1,1,True,False,2687.24,0.00
1,1,1,4,1,2,True,False,3372.31,0.00
1,1,1,4,1,3,True,False,4057.38,0.00
1,1,1,4,1,4,True,False,4742.45,0.00
1,1,1,4,1,5,True,False,5427.52,0.00
1,1,1,4,2,0,True,False,2416.21,0.00
1,1,1,4,2,1,True,False,3101.28,0.00
1,1,1,4,2,2,True,False,3786.35,0.00
1,1,1,4,2,3,True,False,4471.42,0.00
1,1,1,4,2,4,True,False,5156.49,0.00
1,1,1,4,3,0,True,False,2830.25,0.00
1,1,1,4,3,1,True,False,3515.32,0.00
1,1,1,4,3,2,True,False,4200.39,0.00
1,1,1,4,3,3,True,False,4885.46,0.00
1,1,1,4,4,0,True,False,3244.29,0.00
1,1,1,4,4,1,True,False,3929.36,0.00
1,1,1,4,4,2,True,False,4614.43,0.00
1,1,1,4,5,0,True,False,3658.33,0.00
1,1,1,4,5,1,True,False,4343.40,0.00
1,1,1,4,6,0,True,False,4072.37,0.00
1,1,1,5,0,0,True,False,1856.05,0.00
1,1,1,5,0,1,True,False,2541.12,0.00
1,1,1,5,0,2,True,False,3226.19,0.00
1,1,1,5,0,3,True,False,3911.26,0.00
1,1,1,5,0,4,True,False,4596.33,0.00
1,1,1,5,0,5,True,False,5281.40,0.00
1,1,1,5,1,0,True,False,2270.09,0.00
1,1,1,5,1,1,True,False,2955.16,0.00
1,1,1,5,1,2,True,False,3640.23,0.00
1,1,1,5,1,3,True,False,4325.30,0.00
1,1,1,5,1,4,True,False,5010.37,0.00
1,1,1,5,2,0,True,False,2684.13,0.00
1,1,1,5,2,1,True,False,3369.20,0.00
1,1,1,5,2,2,True,False,4054.27,0.00
1,1,1,5,2,3,True,False,4739.34,0.00
1,1,1,5,3,0,True,False,3098.17,0.00
1,1,1,5,3,1,True,False,3783.24,0.00
1,1,1,5,3,2,True,False,4468.31,0.00
1,1,1,5,4,0,True,False,3512.21,0.00
1,1,1,5,4,1,True,False,4197.28,0.00
1,1,1,5,5,0,True,False,3926.25,0.00
1,1,1,6,0,0,True,False,2123.97,0.00
1,1,1,6,0,1,True,False,2809.04,0.00
1,1,1,6,0,2,True,False,3494.11,0.00
1,1,1,6,0,3,True,False,4179.18,0.00
1,1,1,6,0,4,True,False,4864.25,0.00
1,1,1,6,1,0,True,False,2538.01,0.00
1,1,1,6,1,1,True,False,3223.08,0.00
1,1,1,6,1,2,True,False,3908.15,0.00
1,1,1,6,1,3,True,False,4593.22,0.00
1,1,1,6,2,0,True,False,2952.05,0.00
1,1,1,6,2,1,True,False,3637.12,0.00
1,1,1,6,2,2,True,False,4322.19,0.00
1,1,1,6,3,0,True,False,3366.09,0.00
1,1,1,6,3,1,True,False,4051.16,0.00
1,1,1,6,4,0,True,False,3780.13,0.00
1,1,1,7,0,0,True,False,2391.89,0.00
1,1,1,7,0,1,True,False,3076.96,0.00
1,1,1,7,0,2,True,False,3762.03,0.00
1,1,1,7,0,3,True,False,4447.10,0.00
1,1,1,7,1,0,True,False,2805.93,0.00
1,1,1,7,1,1,True,False,3491.00,0.00
